Datetime_UTC_Float64,Datetime_UTC,Sal
1652373000.0,2022-05-12 16:30:00,30.205048492906055
1652373900.0,2022-05-12 16:45:00,30.205084386915555
1652374800.0,2022-05-12 17:00:00,30.20512028942126
1652375700.0,2022-05-12 17:15:00,30.205156184342496
1652376600.0,2022-05-12 17:30:00,30.205192081584137
1652377500.0,2022-05-12 17:45:00,30.20522796667577
1652378400.0,2022-05-12 18:00:00,30.205263855295176
1652379300.0,2022-05-12 18:15:00,30.205299765411706
1652380200.0,2022-05-12 18:30:00,30.20533567982901
1652381100.0,2022-05-12 18:45:00,30.20537159376779
1652382000.0,2022-05-12 19:00:00,30.205407498606768
1652382900.0,2022-05-12 19:15:00,30.20544340772044
1652383800.0,2022-05-12 19:30:00,30.205479321109543
1652384700.0,2022-05-12 19:45:00,30.20551524713537
1652385600.0,2022-05-12 20:00:00,30.205551133670284
1652386500.0,2022-05-12 20:15:00,30.205586990189705
1652387400.0,2022-05-12 20:30:00,30.20562283814882
1652388300.0,2022-05-12 20:45:00,30.20565861272068
1652389200.0,2022-05-12 21:00:00,30.205694472363422
1652390100.0,2022-05-12 21:15:00,30.205730175729556
1652391000.0,2022-05-12 21:30:00,30.205765809753725
1652391900.0,2022-05-12 21:45:00,30.205801551814837
1652392800.0,2022-05-12 22:00:00,30.205837487187022
1652393700.0,2022-05-12 22:15:00,30.205873384577544
1652394600.0,2022-05-12 22:30:00,30.205909096524817
1652395500.0,2022-05-12 22:45:00,30.2059447503393
1652396400.0,2022-05-12 23:00:00,30.205980423082455
1652397300.0,2022-05-12 23:15:00,30.206016086625098
1652398200.0,2022-05-12 23:30:00,30.20605176841343
1652399100.0,2022-05-12 23:45:00,30.206087454110108
1652400000.0,2022-05-13 00:00:00,30.206123138015894
1652400900.0,2022-05-13 00:15:00,30.206158822151174
1652401800.0,2022-05-13 00:30:00,30.206194503117448
1652402700.0,2022-05-13 00:45:00,30.20623017171697
1652403600.0,2022-05-13 01:00:00,30.20626584418834
