Date 		Day	Time	Pred	High/Low
2021/09/01	Wed	02:36	0.36	L
2021/09/01	Wed	07:57	0.93	H
2021/09/01	Wed	13:41	0.30	L
2021/09/01	Wed	20:26	1.07	H
2021/09/02	Thu	03:30	0.31	L
2021/09/02	Thu	08:59	0.96	H
2021/09/02	Thu	14:46	0.26	L
2021/09/02	Thu	21:29	1.12	H
2021/09/03	Fri	04:13	0.25	L
2021/09/03	Fri	09:56	1.04	H
2021/09/03	Fri	15:41	0.19	L
2021/09/03	Fri	22:20	1.20	H
2021/09/04	Sat	04:52	0.18	L
2021/09/04	Sat	10:44	1.14	H
2021/09/04	Sat	16:29	0.12	L
2021/09/04	Sat	23:04	1.29	H
2021/09/05	Sun	05:28	0.10	L
2021/09/05	Sun	11:28	1.25	H
2021/09/05	Sun	17:14	0.04	L
2021/09/05	Sun	23:45	1.38	H
2021/09/06	Mon	06:03	0.03	L
2021/09/06	Mon	12:10	1.36	H
2021/09/06	Mon	17:59	-0.01	L
2021/09/07	Tue	00:26	1.45	H
2021/09/07	Tue	06:37	-0.03	L
2021/09/07	Tue	12:52	1.45	H
2021/09/07	Tue	18:45	-0.05	L
2021/09/08	Wed	01:09	1.49	H
2021/09/08	Wed	07:12	-0.07	L
2021/09/08	Wed	13:36	1.52	H
2021/09/08	Wed	19:31	-0.06	L
2021/09/09	Thu	01:54	1.48	H
2021/09/09	Thu	07:48	-0.09	L
2021/09/09	Thu	14:22	1.56	H
2021/09/09	Thu	20:17	-0.05	L
2021/09/10	Fri	02:41	1.44	H
2021/09/10	Fri	08:26	-0.08	L
2021/09/10	Fri	15:11	1.56	H
2021/09/10	Fri	21:03	-0.00	L
2021/09/11	Sat	03:33	1.37	H
2021/09/11	Sat	09:06	-0.04	L
2021/09/11	Sat	16:03	1.54	H
2021/09/11	Sat	21:52	0.08	L
2021/09/12	Sun	04:28	1.29	H
2021/09/12	Sun	09:50	0.03	L
2021/09/12	Sun	16:59	1.50	H
2021/09/12	Sun	22:51	0.17	L
2021/09/13	Mon	05:26	1.23	H
2021/09/13	Mon	10:42	0.11	L
2021/09/13	Mon	17:59	1.46	H
2021/09/14	Tue	00:31	0.24	L
2021/09/14	Tue	06:27	1.19	H
2021/09/14	Tue	11:48	0.19	L
2021/09/14	Tue	19:01	1.42	H
2021/09/15	Wed	02:26	0.24	L
2021/09/15	Wed	07:30	1.17	H
2021/09/15	Wed	13:16	0.23	L
2021/09/15	Wed	20:08	1.39	H
2021/09/16	Thu	03:31	0.21	L
2021/09/16	Thu	08:38	1.20	H
2021/09/16	Thu	14:56	0.21	L
2021/09/16	Thu	21:17	1.41	H
2021/09/17	Fri	04:22	0.17	L
2021/09/17	Fri	09:44	1.27	H
2021/09/17	Fri	16:02	0.15	L
2021/09/17	Fri	22:19	1.45	H
2021/09/18	Sat	05:03	0.13	L
2021/09/18	Sat	10:42	1.36	H
2021/09/18	Sat	16:51	0.11	L
2021/09/18	Sat	23:11	1.48	H
2021/09/19	Sun	05:37	0.10	L
2021/09/19	Sun	11:32	1.44	H
2021/09/19	Sun	17:34	0.07	L
2021/09/19	Sun	23:57	1.50	H
2021/09/20	Mon	06:04	0.07	L
2021/09/20	Mon	12:17	1.50	H
2021/09/20	Mon	18:14	0.06	L
2021/09/21	Tue	00:40	1.48	H
2021/09/21	Tue	06:30	0.05	L
2021/09/21	Tue	13:00	1.51	H
2021/09/21	Tue	18:53	0.05	L
2021/09/22	Wed	01:21	1.44	H
2021/09/22	Wed	07:00	0.04	L
2021/09/22	Wed	13:41	1.50	H
2021/09/22	Wed	19:32	0.06	L
2021/09/23	Thu	02:01	1.37	H
2021/09/23	Thu	07:32	0.04	L
2021/09/23	Thu	14:21	1.44	H
2021/09/23	Thu	20:10	0.09	L
2021/09/24	Fri	02:40	1.27	H
2021/09/24	Fri	08:06	0.07	L
2021/09/24	Fri	15:00	1.37	H
2021/09/24	Fri	20:47	0.14	L
2021/09/25	Sat	03:21	1.18	H
2021/09/25	Sat	08:41	0.11	L
2021/09/25	Sat	15:39	1.28	H
2021/09/25	Sat	21:25	0.20	L
2021/09/26	Sun	04:03	1.08	H
2021/09/26	Sun	09:18	0.17	L
2021/09/26	Sun	16:20	1.19	H
2021/09/26	Sun	22:07	0.27	L
2021/09/27	Mon	04:48	1.01	H
2021/09/27	Mon	09:59	0.23	L
2021/09/27	Mon	17:03	1.12	H
2021/09/27	Mon	22:58	0.34	L
2021/09/28	Tue	05:36	0.96	H
2021/09/28	Tue	10:46	0.29	L
2021/09/28	Tue	17:50	1.07	H
2021/09/29	Wed	00:17	0.39	L
2021/09/29	Wed	06:25	0.93	H
2021/09/29	Wed	11:47	0.34	L
2021/09/29	Wed	18:40	1.04	H
2021/09/30	Thu	01:59	0.38	L
2021/09/30	Thu	07:18	0.94	H
2021/09/30	Thu	13:03	0.34	L
2021/09/30	Thu	19:37	1.05	H
